Symbol,industry
STINDIA.NS,Textile Manufacturing
EUROMULTI.NS,Solar
ARCOTECH.NS,Metal Fabrication
JINDCOT.NS,Textile Manufacturing
PVR.NS,Entertainment
EMCO.NS,Specialty Industrial Machinery
HDFCMFGETF.NS,
MINDTREE.NS,Information Technology Services
GLOBOFFS.NS,Shipping
GISOLUTION.NS,Engineering & Construction
JSLHISAR.NS,Steel
MANXT50.NS,
BINDALAGRO.NS,Asset Management
KIRLFER.NS,Metal Fabrication
FORCEMOT.NS,Auto Manufacturers
IBMFNIFTY.NS,
MOHOTAIND.NS,Textile Manufacturing
AMARAJABAT.NS,Electrical Equipment & Parts
VIVIMEDLAB.NS,Drug Manufacturers—Specialty & Generic
VIKASPROP.NS,Agricultural Inputs
SUNCLAYLTD.NS,Auto Parts
BCP.NS,Electrical Equipment & Parts
ATLANTA.NS,Infrastructure Operations
MCDHOLDING.NS,Capital Markets
MERCATOR.NS,Thermal Coal
VIKASWSP.NS,Specialty Chemicals
SATHAISPAT.NS,Steel
VIDEOIND.NS,Furnishings, Fixtures & Appliances
PBAINFRA.NS,Engineering & Construction
AJRINFRA.NS,Infrastructure Operations
ARIHANT.NS,Real Estate Development
AHLWEST.NS,Lodging
EQUITAS.NS,Credit Services
ORIENTABRA.NS,Specialty Chemicals
INOXLEISUR.NS,Entertainment
UNITY.NS,Engineering & Construction
DQE.NS,Entertainment
KSE.NS,
HDFCSENETF.NS,
BESTAGRO.NS,Agricultural Inputs
UCALFUEL.NS,Auto Parts
TANTIACONS.NS,Engineering & Construction
4THDIM.NS,Information Technology Services
PROZONINTU.NS,Real Estate—Diversified
